Provider NI Name,Provider ID,Provider Name
"Oyaide, Hilda",1-14980638086,Reconnect Care Agency Limited
"Oyawale, Adefunke",1-8125443897,D-Triumph Care Ltd
"Oye, David",1-18728151341,Pegasus Care Services Ltd
"Oyebefun, Oluwayemisi",1-17984164760,Banah Health Care Services Ltd
"Oyedele, Olusola",1-5064059060,MC Care Services Ltd
"Oyefeso, Mary",1-17969256896,Blacksmith Health Care Limited
"Oyefeso, Mary",1-9742096317,Platinum Living Care Limited
"Oyegunle, Abiola Adegoke",1-9624602858,Ravens Support Services Ltd
"Oyekale, Oluwaseun",1-14164309982,Firex Domiciliary Care Ltd
"Oyeleye, Oyeyinka",1-16468601441,Derbyshire Community Care Ltd
"Oyeniyi, Sunday",1-14951451611,Systematic Care Solutions Ltd
"Oyerokun, Elizabeth",1-2693389064,Blueboard Care Services Ltd
"Oyeye, Okposio",1-10874994187,Descare Ltd
"Oza, Deepila",1-101655539,Maple Health UK Limited
"Oza, Deepila",1-101668901,Willow Health Limited
"Oza, Deepila",1-101681304,Oaks Health Limited
"Oziegbe, Kuburat",1-14530045035,GEG Care Limited
"Ozkan, Husnu",1-2812458164,Lily Mae Homecare Limited
"Pabani, Rozmina",1-101648062,Care 4U Services (Midlands) Ltd
"Pabari, Ashok",1-1334435173,Home Support Services (Havering & Essex) Limited
"Packham, Lesley",1-481023386,Crown Home Care Limited
"Padar, Orsolya",1-9067968169,Rapid Sussex care company Limited
"Page, Jane",1-1179432794,Domus Live-in Care Limited
"Page, Kirsty",1-5990698737,West Park Care Harrogate Limited
"Pahla, Grace",1-15908198385,Higham Carers Ltd
"Paice, Joanna",1-127013227,Bupa Occupational Health Limited
"Pairemanzi, Kudzanayi",1-5736943137,Transcare Secure Services
"Pal, Bindu",1-396891101,Angel Home Care Service Private Limited
"Palmer, Ann",1-101656651,Calderdale Home Care Limited
"Palmer, Anton",1-2003790872,Thornton Homecare Ltd
"Palmer, Bovell",1-16430957691,Staycare Limited
"Palmer, Laura",1-18580797608,Martin Senior Support Ltd
"Palmer, Rebecca",1-11800574623,Simply Joy Care Services Ltd
"Palmer, Ruth",1-101653195,Community Of St Mary At The Cross
"Palmer, Sarah",1-122134219,Highcliffe Care Centre Limited
"Palmer, Sarah",1-171273360,Avery at Loxley Park (Homecare) Limited
"Palmer, Wendy",1-1749031869,Promoting Active Support Limited
"Paluszkiewicz, Izabela",1-341050661,Henley Care Limited
"Pamire, Austin",1-10649599684,Orison Health Ltd
"Pamire, Charity",1-18132543435,LivingOn Care Limited
"Panchia, Pravin",1-13949907759,MHS Care Limited
"Panchmatia, Anish",1-17603397333,Ashcare Solihull Limited
"Pancholi, Kiran",1-141767889,RKL Care Ltd
"Pancholi, Sanjay",1-352563471,R K S Domiciliary Care Ltd
"Pancholi, Vishal",1-1088986695,Sun Care Living Limited
"Pancott, Adrian",1-101678271,Saltwood Care Centre Ltd
"Pandey, Neeraj",1-6022243733,Child Mental Health Clinic Limited
"Pandey, Raj",1-5501531753,Maya Supported Living Limited
"Pandya, Sangita",1-1972833125,Ashrey Care Limited
"Paneru Kharel, Rabina",1-12898343084,Flourish Community Homecare Limited
"Panesar, Amar",1-17412475024,DDM Health Limited
"Pangala, Jolie",1-18125069208,Zion Care Solutions Limited
"Panjwani, Sirajali",1-17930809485,Cedars & Larches Care Ltd
"Panjwani, Sirajali",1-9351859736,Sunshine Care Group Ltd
"Pantaleon, Joseph",1-1264895205,Multi-Care Community Services Ltd
"Pantano, Christina",1-10431749630,Faith Hope Love Care Limited
"Parackel Skaria, Minu",1-17715957511,Noval Care Limited
"Paraia, Madalina-Maria",1-13945052275,House of Care Ltd
"Paraiwa, Memory",1-6068901883,Companion for Care Services Limited
"Parameswaran, Kandaswami",1-369149670,The Params Care Limited
"Pardy, Ifeoma",1-5103957526,Care4Less Limited
"Parekh, Anand",1-13263495453,Deva Care Limited
"Parekh, Rakesh",1-2307949125,SL Assist Ltd
"Parfitt, Melissa",1-7946400136,Redleif Care Ltd
"Park, Jennifer",1-119231049,East Midlands Crossroads-Caring For Carers
"Parker, Caroline",1-101654594,Lincolnshire Quality Care Services Ltd
"Parker, Geraldine",1-971245863,Cambrian Supported Living Limited
"Parker, James",1-11889502835,Care Is Central Limited
"Parker, Rachael",1-101663801,Somerset County Council - Specialist Public Health Nursing
"Parker, Samantha",1-101691960,Anglian Care Limited
"Parker, Stephen",1-131469173,Angels Care Management Services Limited
"Parker, Tara",1-13606763564,Parker Care Services Limited
"Parkin, Roger",1-6197542138,Heart2Heart Homecare Services Limited
"Parkin, Sarah-Jane",1-16958110586,Aura Care Living Cirencester Ltd
"Parkin, Sarah-Jane",1-3740607784,Aura Care Living Ltd
"Parkinson, Katie",1-14546979912,GP Care Now Limited
"Parkinson, Philip",1-101690116,Philip Parkinson Homecare Ltd
"Parkinson, Rosina",1-101668541,Ilkley Care Associates Ltd
"Parmar, Krupa",1-8302474265,Midland Health Ltd
"Parmar, Mitesh",1-9691685023,Alpa Care Ltd
"Parmar, Paresh",1-101708677,Dudley Court Care Limited
"Parmar, Rupa",1-8302474265,Midland Health Ltd
"Parmenter, Michael",1-443577344,Parmenter Care LLP
"Parminter, Sheila",1-3005451898,La Belle Care Limited
"Parnell, Gemma",1-6413535907,Alpha Care SW Ltd
"Parnell, Sharon",1-1522578574,Trust Care Agency Limited
"Parnell, Sophia",1-8886725219,Ever Care Ltd
"Parr, Graham",1-131464738,Elmside Care Limited
"Parr, Shaun",1-1602725931,Kent Domiciliary Care Limited
"Parr, Toby",1-118540100,Holmwood Residential Care Limited
"Parr, Toby",1-118545111,Pearlcare (Lincoln) Limited
"Parr, Toby",1-118545121,Pearlcare (Acle) Limited
"Parr, Toby",1-118545132,Pearl Care (Norwich) Limited
"Parr, Toby",1-118545142,Pearlcare (Richmond) Limited
"Parr, Toby",1-118545158,Pearlcare (Spratslade) Limited
"Parramore, Thomas",1-9641172374,Amethyst Care & Support Group Limited
"Parrott, Steve",1-101672833,Albury Care Limited
"Parry, Gareth",1-20128633895,18 Week Support Limited
"Parry, Maxine",1-4365534028,Beechdale Care Limited
"Parry, Maxine",1-6339323398,Bloem Care Ltd
"Parry, Natalie",1-119229246,Millennium Support Ltd
"Parry, Wendy",1-656624581,Feore Support Limited
"Parsley, Maria",1-101701219,Rose Villa Care Limited
"Parsons, Jonathan",1-209363883,Chime Social Enterprise Community Interest Company
"Partridge, Mark",1-3983652573,Collingwood Health Ltd
"Partridge-Underwood, Seth",1-13607809984,Partridge Support Services Limited
"Parveen, Iffat",1-3140136821,Personal Home Care Services Ltd
"Parveen, Kauser",1-5985245370,Purple Flower Care Ltd
"Parveen, Sadia",1-15309479862,Care Champions Support Ltd
"Parvin, Joan",1-101655901,BJP Home Support Limited
"Pascal, Marilena",1-7761779425,Merling Care Limited
"Paschalides, Marios",1-199809979,Medicare Medical Services LLP
"Paschalis Crick, Marina",1-1332716245,Fortis Care Limited
"Pashmi, Cristina",1-101642213,Assisted Living South West Limited
"Pashmi, Cristina",1-101649596,Accredo Support and Development Ltd
"Pashmi, Cristina",1-101685879,Inclusion Care Ltd
"Pashmi, Cristina",1-2174108357,Rehability UK Support Services Ltd
"Pashmi, Cristina",1-2211162090,Rehability UK Community Ltd
"Pashmi, Cristina",1-863401194,Bornel Care Limited
"Pasimupindu, Rosemary",1-13928041652,Inspire Lives Care Services Ltd
"Pasipamire, Antony",1-437255421,Delight Supported Living Ltd
"Pass, Sharon",1-101693555,Community Careline N W L Limited
"Paszthy, Gyorgy",1-18693982317,Siluette Care Ltd
"Patel, Abubaker",1-9256292858,Winusman Care Ltd
"Patel, Amit",1-11982780648,3A Care (Surrey) Ltd
"Patel, Amit",1-17192246571,ABP Cares Limited
"Patel, Amit",1-6609265022,3A Care (Bromsgrove) Ltd
"Patel, Anil",1-101611099,Tudor Care Limited
"Patel, Anil",1-241778742,Four Crest Care (Watton) Limited
"Patel, Anita",1-7019842808,ANP Senior Care Ltd
"Patel, Ashish",1-14527937962,PNA Care Ltd
"Patel, Ashraf",1-16463889152,My Health Options Ltd
"Patel, Bhagirath",1-101608094,Alpha Care (Caterham) Limited
"Patel, Bhagirath",1-101619472,Alpha Care Castlemaine Limited
"Patel, Bhavikkumar",1-299275294,Vanity Care Ltd
"Patel, Bhavin",1-3059567516,Abercare Limited
"Patel, Bina",1-6813215363,Ina Health Ltd
"Patel, Bipinchandra",1-131473433,OM Care Ltd
"Patel, Brijesh",1-126258415,Collinson Care Ltd
"Patel, Chandra",1-101647030,Annesley (Oldercare) Limited
"Patel, Daksha",1-11344413506,CS Care Ltd
"Patel, Deepak",1-101690125,ADA Care Limited
"Patel, Deepesh",1-101694224,G P Homecare Limited
"Patel, Deepesh",1-369554731,Lucy Glyn Support Services Limited
"Patel, Dharmesh",1-8425427571,Primary Eyecare Services Ltd
"Patel, Dhavalkumar",1-17129300221,Verified Care and Support Limited
"Patel, Dipakkumar",1-101639856,Lifeline Health Limited
"Patel, Dipti",1-3038433435,Surecare Hillingdon Limited
"Patel, Dylan",1-1205011005,Villa Maria Care Limited
"Patel, Farooq",1-137861712,Wellbeing Care Limited
"Patel, Harendra",1-2200871926,City and Hackney Integrated Primary Care C.I.C
"Patel, Hema",1-101678672,Cherre Residential Care Limited
"Patel, Hema",1-168883681,Pathfinders Community Support Limited
"Patel, Inderdeep",1-19611634821,Surgicare Aesthetics Limited
"Patel, Ismael",1-17408980048,Pillar of Care UK LTD
"Patel, Ismail",1-5592084952,Comfort Homes and Care Limited
"Patel, Jagruti",1-101615183,1st Care Limited
"Patel, Jagrutiben",1-13719456146,Honest Care Group Ltd
"Patel, Jaines",1-4138393589,Cooksditch House Care Ltd
"Patel, Jateen",1-101683671,Haven Care Centres Limited
"Patel, Jateen",1-5537192432,Kirklands Care Limited
"Patel, Jatin",1-131469151,Assured Care Services Limited
"Patel, Jay",1-2441158513,Brambles Care Limited
"Patel, Jayanti",1-101653017,Woodlands Total Care Nursing Home Limited
"Patel, Jayanti",1-101654256,Abbey Care Complex Limited
"Patel, Jayanti",1-307118377,Abbey Care Centre Limited
"Patel, Jaydeep",1-1785008337,Lotus Care Management Services Limited
"Patel, Jaydeep",1-18616165830,Lotus Care Brandon Lodge Limited
"Patel, Jaydeep",1-18635745458,Lotus Care Croxteth Park Ltd
"Patel, Jaydeep",1-2396639716,Lotus Care (Ash Cottage) Limited
"Patel, Jaydeep",1-2702357987,Lotus Care (Ellerslie Court) Limited
"Patel, Jaydeep",1-3678683260,Lotus Care (Glenarie Manor) Ltd
"Patel, Jaydeep",1-4602013757,Lotus Care (Cressington Court) Limited
"Patel, Jaydeep",1-5941175030,Lotus Care (Bridge House) Limited
"Patel, Jaydeep",1-7207472915,Lotus Care (Dunollie) Limited
"Patel, Jitu",1-101649249,United Care limited
"Patel, Khushma",1-1180920032,Brooklyn Care Limited
"Patel, Kushal",1-19891978440,Pastel Health Ltd
"Patel, Laxmiben",1-101617170,Yew Tree Care Limited
"Patel, Minesh",1-4789032191,K.N. Care Limited
"Patel, Mitul",1-2084514803,MD Care Ltd
"Patel, Muhammad",1-221413590,Briars Homecare Services Limited
"Patel, Muhammad",1-535670482,Jewel Home Support Ltd
"Patel, Muhammad",1-8326593169,Jewel Home Support (Lancs) Ltd
"Patel, Naishadh",1-476882291,Senior Care Solutions @ Home Limited
"Patel, Nimesh",1-5764746545,Down Hall Care Limited
"Patel, Nina",1-4744729627,Knighton Care Services Limited
"Patel, Nirav",1-16832799131,Primacy Homecare Ltd
"Patel, Nirmal",1-2484584166,AS Chiltern Homecare Ltd
"Patel, Nishaben",1-1102492678,Divine Home Care Limited
"Patel, Nishit",1-168591794,Sienna Care Limited
"Patel, Nita",1-16183897227,Bell Social Care Ltd
"Patel, Pooja",1-15940078375,Carer Centricity Ltd
"Patel, Prashant",1-2104908060,Berkshire Primary Care Limited
"Patel, Prashant",1-2129608696,Care More Limited
"Patel, Pritesh",1-3057283027,Prime Residential Care Limited
"Patel, Priyesh",1-14183342161,Vivendo Care Limited
"Patel, Purav",1-2139753975,Alpha Care Kenley Ltd
"Patel, Rajendra",1-101616227,Oakfields Care Limited
"Patel, Rajiv",1-101611756,Howson Care Centre Limited
"Patel, Ravindrakumar",1-6437449043,Mapleton Care Group Ltd
"Patel, Ridwan",1-17589727634,Your Health North West Ltd
"Patel, Rohan",1-118166247,H Plus Care Ltd
"Patel, Rupane",1-101610802,Albany Care Limited
"Patel, Rupane",1-139888572,Neem Tree Care Limited
"Patel, Sacha",1-398576543,S.A.I Infinity Care Ltd
"Patel, Sachin",1-5414763920,Brent Care Limited
"Patel, Sakir",1-10604232524,NW Care Limited
"Patel, Sandhya",1-4093874451,Ashcare (Summerfields) LTD
"Patel, Shane",1-729327523,SAM Health Limited
"Patel, Subir",1-101643521,St. Mary's Care Limited
"Patel, Tarun",1-16428107184,Wigmore Care Limited
"Patel, Vibhuti",1-101680849,Tulip Care Limited
"Patel, Vipul",1-101615690,Homeleigh Care Limited
"Patel, Vipul",1-5463468139,Oakfield House Care Limited
"Patel, Yazeed",1-19681585935,Attentive Carers Ltd
"Patel, Yogesh",1-1837358029,Bowercroft Care Limited
"Patel, Zuber",1-7203005126,Companion Homecare Ltd
"Paterson, Janet",1-101649051,EMH Care and Support Limited
"Paterson, Judy",1-101673251,Everycare (Medway & Swale) Ltd
"Pathak, Rakesh",1-199792277,Core Care Links Limited
"Patni, Rajal",1-6028255761,Curam Managed Care Services Limited
"Patpatia, Sahil",1-13952219554,SP Home Care Ltd
"Patrick, Carmen",1-9780139859,Annix Care Limited
"Patrick, Ebunoluwa",1-17118521376,Rock Maple Care Ltd
"Pattani, Mahesh",1-101643111,Bestcare Ltd
"Patten, Therese",TAD,Bradford District Care NHS Foundation Trust
"Patterson, Paulette",1-3826904950,Infinite Intermediate Care Limited
"Pattni, Aakash",1-262223904,Simms Care Services Limited
"Paul Devasundaram, Arul Jeeva",1-5388936640,The Croft ECM Care Limited
"Paul, Jose",1-306289573,Homely Care Limited
"Pauvaday, Teeroomalay",1-178020471,Chameleon Care Limited
"Pavaday, Ann",1-472247779,A & R Care Limited
"Pawar, Jeeven",1-8805620965,Pooltown Care Limited
"Pawar, Priyanka",1-101686916,Care and Training Services Limited
"Pawar, Priyanka",1-11339741319,Amjai Care Limited
"Pawar, Satwinder",1-101615192,Kidderminster Care Limited
"Pawlowicz, Weronika",1-2030752985,Ceiba Community Support Ltd
"Payling, Heidi",1-7640399870,Red Oaks Care Ltd
"Payne, Julien",1-5401324910,Willow Grange Care Limited
"Payne, Kelly",1-14900028075,DMK Care and Support Ltd
"Payne, Lee",1-101689069,Advanced Home Care Limited
"Payne, Maria",1-2713510127,Kindred Care Limited
"Payne, Mark",1-3832975328,Welcome Support Services Ltd
"Payne, Sandra",1-101639624,Brunelcare
"Peace, Jacqueline",1-12834392671,Little Angels Home Care Services LTD
"Peachey, Fiona",1-12762790385,NewWoman Health Limited
"Peacock, Jane",1-2024594488,Aspire: for Intelligent Care and Support C.I.C
"Peacock, Kevin",1-101674525,Options for Supported Living
"Peake, Melissa",1-5261737813,Curans Care Limited
"Pearce, Catherine",1-101680939,Phoenix Care Cornwall Limited
"Pearce, Catherine",1-11989710193,Peace Haven Care Limited
"Peard, Mark",1-449725579,IOTA Care Limited
"Pearson, Bernadette",1-101674516,Blackburn & District Supported Housing Limited
"Pearson, Jane",1-9678770086,UCLAN Community Dentists Limited
"Pearson, Matthew",1-15168112810,AMBER VALLEY HEALTH LTD
"Pearson, Soneni",1-13951335305,Accede Support Limited
"Pearson, Stuart",1-101623262,Valmar Care Limited
"Pease, Debra",1-7265456078,Komplex Care Limited
"Peck, Robert",1-4807135922,Carol Spinks Homecare Ltd
"Peel, Terry",1-9843343585,Louth-W Care Limited
"Peers, Beverley",1-101643782,Community Caring Limited
"Pegg, Kerry",1-11809623152,Heart Warming Care Services Limited
"Peiris, Kalugala",1-11639145795,Motion Care Ltd
"Pelling, Anne",1-101655626,"Butterfly Care (Bath, Wiltshire and Somerset)"
"Pemberton, Richard",1-15978232244,Hexagon Health Ltd
"Penaflor, Josefa",1-12325085359,Support Hands Domiciliary Care Ltd
"Pennock, Teresa",1-7221335878,Combined Touch Community Interest Company
"Pepereke, Goodness",1-2087316876,Sincerity Health Care Limited
"Pepper, Gregory",1-101611909,Dr Pepper's Care Corporation Limited
"Peprah, Nana",1-6027960612,Flow Care Services Limited
"Per, Denise",1-10085333792,Umbrella Health Care Ltd
"Percy, Claire",1-8082942543,Amica Homecare Limited
"Perianu, George",1-17593906372,Joyful Care for You Ltd
"Perkin, Zoe",1-101680723,Caresta Limited
"Perkins, Lucy",1-6942425768,Calida Care Ltd
"Perkins, Tracy",1-101670728,Inshore Support Limited
"Perks, James",1-101627006,Tru-care Limited
"Perrin, David",1-7223461325,Totally Care Limited
"Perry, Allan",1-101652053,PJ Care Limited
"Perry, Caroleita",1-2799508456,Help At Home Care Service Ltd
"Perry, Eleri",1-101708686,Hafod Care Organisation Limited
"Perry, Jaclyn",1-15980851847,Forward Steps Care Ltd
"Perry, James",1-14676172345,Spirit Primary Care Limited
"Perry, James",1-16863471266,Healthier West Wirral PCN Limited
"Perry, Karen",1-1573558203,Alice Chilton In Home Care Services Ltd
"Perry, Susan",1-6808756109,Wishing Well Home Care Limited
"Persaud, Michael",1-101665397,Continuing Care Services Limited
"Peters, Becky",1-11933874852,Care2Victory Services Ltd
"Peters, Simone",1-1788738042,S&S Care (Midlands) Limited
"Petrie, Robert",1-893666852,Sonrisa Care Limited
"Petrov, Konstantin",1-445215713,Mary Rush Care Limited
"Pfende, Mary",1-16519891595,GSHome Care Ltd
"Phagura, Sukhwinder",1-101658170,Teme Care Limited
"Phakey, Anneka",1-7976347935,SRP Homecare Ltd
"Phakey, Sheel",1-15259193024,AHP Homecare Ltd
"Phatak, Ameya",1-14036456588,Jewel Care Limited
"Phezulu, Victor",1-4700156251,Hillview Care Services Limited
"Philip, Shinu",1-101617737,Rylands Care Limited
"Philip, Shinu",1-6904278454,Lord's Care Solutions UK Ltd
"Philipova, Mariana",1-101647533,Kindcare (UK) Ltd
"Philips, Mary",1-1986494754,Index Care Limited
"Phillip, Aderonke",1-261973533,Micbee Care & Employment Limited
"Phillips, Anskaria",1-10569633965,Safe Keep Care Limited
"Phillips, Bradley",1-6743380156,Accordia Supported Living Services Limited
"Phillips, Bridgette",1-1162670515,Almond Care Providers Ltd
"Phillips, Gary Desmond",1-11582208389,Gary Care Limited
"Phillips, June",1-101647873,Westbury Care Limited
"Phillips, Neville",1-216792396,Kazlum Support Ltd
"Phillips, Paul",1-101648480,Springfield Care Services Limited
"Phillips, Robert",1-4384755097,The Care Partnership (South West) Ltd
"Phillips, Sara",1-9261282679,CAS Care Solutions Ltd
"Phillips, Sarah",1-204468530,Essential Social Care Limited
"Phiri, Lawrence",1-13932988855,Martin and Monica Care Services Limited
"Phiri, Lucy",1-13939910177,Namacare service providers Ltd
"Phiri, Racheal",1-7258538888,K and D Care Services Limited
"Phiri, Sifelumusa",1-3028878196,Visto Help Hands Care Limited
"Pickering, Yvonne",1-759197262,Tender Loving Care Services Chesterfield Limited
"Pickford, Justine",1-101676434,Alina Homecare Barnet Limited
"Pickford, Justine",1-101689850,Alina Homecare Bromsgrove Ltd
"Pickford, Justine",1-101721793,Alina Homecare Stevenage Ltd
"Pickford, Justine",1-1156577315,Alina Homecare Ltd
"Pickles, Jean",1-101664553,Care 24-7 Limited
"Pickles, Rebecca",1-8446713730,Aspire2b Community Interest Company
"Pickles, Suzanne",1-9894427233,Compassionate Professional Care Services Limited
"Pickston, David",1-8809597259,Farm and Forest Care Ltd
"Picton, Suzanne",1-131467340,Everycare (Central Hants) Ltd
"Pictor, Samuel",1-11022006191,Kerensa Support Limited
"Pictor, Samuel",1-9894532134,Kerensa Care Limited
"Piercy, Antony",1-101669182,Frontier Support Services Ltd
"Pierson, Zoe",1-13548027901,Safe Hands Care Agency Limited
"Pilkington, Anthea",1-118163856,Sefton & Merseyside Senior Care Services Limited
"Pilkington, Kathryn",1-15047117985,Riverpath Care Ltd
"Pilkington, Margaret",1-145336442,Archmoor Care Limited
"Pilkington, Victoria",1-101641017,Precious Homes Support Limited
"Pillai, Deepak",1-8847850945,Purple-Bud Care Ltd
"Pimm, Mike",1-5968174080,Pier Health Group Limited
"Pinder, Sophie",1-12757951483,Kind Tailored Care Ltd
"Pineiro, Laura",1-11371510737,LAN Care Ltd
"Pinnell, Sarah",1-5751472163,Complete Care & Support Ltd
"Pinnock, Charmaine",1-2970576106,All Star Care Limited
"Pinnock-Daley, Deborah",1-2883762409,Striving For Independence Care Limited
"Pirnie, Colin",1-101648247,Carepoint Limited
"Pisarski, Richard",1-5779266299,Compass Homecare Ltd
"Pitalia, Shikha",1-18224715065,SSP Health DD Limited
"Pitchford, Paul",1-9157215826,Your Home Care Group Limited
"Pitchforth, Ashkan",1-153038767,Dale Road Oral Care Ltd
"Plange-Tabil, Beverly",1-1027281687,Eveshel Care Limited
"Plant, Jenny",1-393346280,Three Sisters Community Care LLP
"Plant, Thomas",1-8337083115,eLIVEate Care and Support Ltd
"Platt, Christopher",1-11146291924,Cedar Health And Wellbeing Limited
"Platt, Christopher",1-19594303920,Cedar Health and Wellbeing (Lancashire) LLP
"Platten, Robin",1-9580291133,St. Elmo Care Ltd
"Playle, Alison",1-787451633,Adico Care Ltd
"Podolean, Maria",1-13515419217,Topline Care Solutions Ltd
"Pogson, Karen",1-101670421,Active Social Care Limited
"Poile, Nicky",1-8880550015,Health Finder Pro Limited
"Pokorska, Justyna",1-10535708824,Teddy Elder Care Limited
"Poku, Janice",1-10257021749,Dynamic Community Care Ltd
"Pondai, Patrick",1-14609126455,Flawless Care Services Ltd
"Pondurai Vivian, Angela",1-16941170473,JOJO Care Limited
"Pool, Arvey",1-12722010855,Vidacare Services Ltd
"Pool, Constance",1-18679174670,Fastrack Care 25 Limited
"Poole, Sarajane",1-199797673,Central Surrey Health Limited
"Pop, Ioan-Silviu",1-16652692982,Cristina's Care Ltd
"Popa, Ioan-Ciprian",1-101617359,Crelake Care Limited
"Popa, Laura Denisa",1-11995163866,Semy Care Ltd
"Pope, David",1-4913986213,Clear Pathway Care Ltd
"Popps, Sharon",1-8546059848,Waterside Home Care Limited
"Porterfield, Diane",1-10908439115,Bourne2Care Limited
"Potgieter, Etienne",1-3051426152,Gentle Dentistry Care Limited
"Potiwal, Baljeet",1-14689656254,CareNet Group UK Limited
"Potter, Naomi",1-11492812677,Menopause Care Limited
"Potter, Philippa",1-952233500,Enabling Care For You Limited
"Potts, Michael",1-5225710340,Ace Care 4 You Ltd
"Powar, Baljinder",1-18289338831,Obsidian Care Ltd
"Powderly, Sally",1-1837286653,HealthHero Solutions UK Limited
"Powell, Charlotte",1-5010412352,Accountable Care Enterprise
"Pownall, Ruth",1-1228486123,Elder Years Care Limited
"Pradhan, Arif",1-119233163,Ashdown Care Limited
"Prasad, Archana",1-2460242789,Smart Smile Care Ltd
"Prasad, Jyothi",1-6476413739,Pharma Homecare Ltd
"Prasanna, Usha",1-101606590,St Vincent's Care Limited
"Prasanna, Usha",1-8811357280,BNP Care Ltd
"Pratley, Dawn",1-682058628,Care Compassion and Conversation Ltd
"Pratsides, Luke",1-6118870417,Vir Health Limited
"Pratt, Murray",1-7231796675,BD Care Limited
"Pratt-Bennett, Moira",1-2791381452,Homeease Care Solutions Limited
"Preece, Denise",1-6399606354,Snowdrop Home Care Ltd
"Preedy, Katy",1-119235696,Consensus Support Services Limited
"Preedy, Katy",1-119237369,Consensus Community Support Limited
"Prendergast, Anthony",1-14682918523,Ashtree Care Village Ltd
"Prendergast, Caroline",1-3279471581,Aquarius Home Care Limited
"Prendergast, John",1-101688925,P & M Homecare Limited
"Prendergast, Linzi",1-101639721,Caretree Limited
"Prentice, Michelle",1-13587764674,Elite Community Care Limited
"Prescott, Martin",1-101619661,Quality Care (EM) Limited
"Prescott, Martin",1-101619958,Inspiration Care Limited
"Prescott, Martin",1-102643199,Community Homes of Intensive Care and Education Limited
"Prescott, Martin",1-396852177,Witham Valley Care Group Limited
"Press, Stephen",1-101676559,Avenue Care (Fareham) Limited
"Press, Stephen",1-154722502,Dauntsey House Care Limited
"Press, Stephen",1-396748355,Blackbrook House Care Limited
"Preston, Ann",1-3230093416,My Little Angels Care Company Ltd
"Preston, Donna",1-101669852,Domiciliary Care Services (UK) Limited
"Preston, Gavin",1-6183127578,Liverbird Home Care Ltd
"Preston, Mark",1-153002470,Toothcare Limited
"Preston, Martin",1-7485688025,Delamere Health Ltd
"Preston, Michael",1-15322981284,Serene Health and Wellness Ltd
"Preston, Philip",1-127564187,Phil & Linda Senior Care Ltd
"Preston, Samantha",1-10689329046,Tuckam Care Ltd
"Preston, Sarah",1-5779510705,Osiris Health Limited
"Price, Carla",1-10610276352,Wide Care Limited
"Price, David",1-18679752531,Optimum Patient Care Limited
"Price, Deborah",1-101668426,Coverage Care Services Limited
"Price, Elaine",1-1232821196,Priceless Care Services Ltd
"Price, Juliana",1-4885292245,Jaysh Care Services Limited
"Price, Katherine",1-833645241,Vale Oral Care Limited
"Price, Lyn",1-2008281536,Evolutio Care Innovations Limited
"Price, Rebekah",1-295419510,Plan-it Homecare Limited
"Price, Rebekah",1-408185128,Care Support MK Ltd
"Price, Sally",1-13930897085,Transforming Support (Birmingham) Limited
"Price, Sally",1-15913986684,Farmhouse Care Agency Ltd
"Price, Theresa",1-101671408,Care 2 U Limited
"Prince, Allyson",1-13883195578,Care Dorset Limited
"Prince, Amanda",1-17710053801,Amcgrathhealth Limited
"Prince, Mark",1-356947022,EBS Instant Care Limited
"Princewill-Obadimu, Cynthia",1-14912916670,Cyncare Health Ltd
"Pringle, Shernette",1-134218947,Pringle's Care Services Limited
"Pringle, Tessa",1-4752856858,PHC Health Care Ltd
"Pritchard, Sara",1-10133002438,Executive Carers Limited
"Pritchard, Tracy",1-13885804415,Cheshire Support Services Limited
"Probert, Stacey",1-5764517093,Here4Care Ltd
"Prosper, Nydia",1-19829181584,Made4Care Ltd
"Prosser, Kate",1-119229396,Bosence Farm Community Limited
"Protheroe-Jones, Nicola",1-1116147905,Empowering U Care Limited
"Prucha, Peter",1-1202820623,Harino Care Limited
"Pryce, Vikki",1-11034123362,Condover Supported Living Limited
"Pswarayi, Dzikamayi",1-15522765746,Maine Vana Health & Care Services Ltd
"Puli, Venkateshwarlu",1-2860792953,S V Care Limited
"Pull, Shuchi",1-8004470855,Noolyn Care Limited
"Pullen, Keaton",1-14765466012,FreeToBe Support Ltd
"Punnoose, Billu",1-14382425147,Liv Healthy Care Limited
"Puplampu, Ebenezer",1-9333529579,Pathfinders Care Services Limited
"Purewal, Balraj",1-101647209,The Asian Health Agency
"Puricelli, Tiziana",1-13825885364,Prominence Care & Training Limited
"Purkis, Henry",1-2309728443,Play Adventures & Community Enrichment
"Purmah, Bibi",1-967411965,Threeways Care Limited
"Purnell, Debra",1-561145099,K.C. Carers Limited
"Purvis, Emma",1-1548728444,Ruby Care Limited
"Puthoor, Bijoy",1-6785974869,HCL(Holistic Care) Ltd
"Puttick, Tony",1-9978734708,TNJ Care Ltd
"Puxty, Deborah",1-101671920,Candlelight Homecare Services Limited
"Pyakuryal, Samir Nath",1-3665532440,Revive Health Care Ltd
"Pyatt, Edward",1-101646004,Wellington Care (Somerset) Limited
"Pyatt, Edward",1-101647945,Platinum Care Limited
"Pyatt, Edward",1-101660305,Platinum Care (Lincoln) Ltd
"Pyatt, Edward",1-2197905681,Platinum Care (Devon) Ltd
"Pye, Jennifer",1-7348292915,Quality Home Care (NW) Limited
"Pym, John",1-11809268325,Complex Care Group Ltd
"Qamar, Shazia",1-10211426664,Happy Days Care Agency Ltd
